"bin","bbl"
1052725,1016760043
1052724,1016760036
1052723,1016760034
1052722,1016760032
1052721,1016760031
1052720,1016760030
1052719,1016760028
1052718,1016760026
1052717,1016760022
1052716,1016760020
1052715,1016760019
1052714,1016760018
1052713,1016760017
1052712,1016760011
1052711,1016760010
1052710,1016760009
1052708,1016760007
1052707,1016760006
1052706,1016760005
1052705,1016760004
1052704,1016760003
1052703,1016760002
1052702,1016760001
1052701,1016750148
1052700,1016750104
1052699,1016750052
1052698,1016750051
1052697,1016750050
1052696,1016750049
1052695,1016750048
1052694,1016750047
1052693,1016750046
1052692,1016750045
1052691,1016750044
1052690,1016750043
1052689,1016750033
1052688,1016750032
1052687,1016750029
1052686,1016750027
1084591,1016750023
1052684,1016750022
1052683,1016750021
1052682,1016750019
1052681,1016750017
1079349,1016750011
1079348,1016750011
1052680,1016750010
1052678,1016750005
1052677,1016750004
1052676,1016750003
1052675,1016750002
1052674,1016750001
1086440,1016747501
1052673,1016740049
1088305,1016740010
1052658,1016740001
1052654,1016737501
1052657,1016730052
1052656,1016730051
1052655,1016730050
1087369,1016730049
1079342,1016730006
1079341,1016730006
1079340,1016730006
1052652,1016730004
1081358,1016730001
1081357,1016730001
1081356,1016730001
1081355,1016730001
1052653,1016730001
1087440,1016720017
1052651,1016720001
1052650,1016710052
1052649,1016710051
1052648,1016710051
1052645,1016710043
1082387,1016710031
1052642,1016710030
1089407,1016710020
1052641,1016710003
1089704,1016710001
1088663,1016690001
1083930,1016690001
1083929,1016690001
1083927,1016680001
1052627,1016677501
1052636,1016670105
1052635,1016670102
1081437,1016670045
1079328,1016670043
1079303,1016670043
1052634,1016670042
1052632,1016670039
1086930,1016670037
1052631,1016670037
1052630,1016670036
1052626,1016670032
1052625,1016670031
1081432,1016670028
1081430,1016670028
1052624,1016670026
1052623,1016670025
1052622,1016670024
1052621,1016670022
1052639,1016670021
1052620,1016670021
1052619,1016670020
1052618,1016670018
1052617,1016670016
1085963,1016670014
1052616,1016670009
1052615,1016670008
1052614,1016670007
1052613,1016670006
1052612,1016670005
1052611,1016670003
1052610,1016670001
1052608,1016660144
1052607,1016660127
1052606,1016660121
1052605,1016660120
1052604,1016660119
1052603,1016660118
1052602,1016660116
1052601,1016660107
1052600,1016660104
1052599,1016660048
1052598,1016660047
1052609,1016660045
1052597,1016660045
1052596,1016660044
1052595,1016660043
1052594,1016660041
1085272,1016660040
1052591,1016660036
1052590,1016660033
1052589,1016660031
1052588,1016660030
1052587,1016660028
1052586,1016660027
1052585,1016660026
1079307,1016660024
1079306,1016660024
1052584,1016660022
1052583,1016660021
1052582,1016660020
1052581,1016660019
1052580,1016660018
1052579,1016660017
1052578,1016660016
1052577,1016660015
1052576,1016660014
1052575,1016660013
1052574,1016660012
1052573,1016660011
1052572,1016660010
1052571,1016660009
1052570,1016660008
1081401,1016660007
1081400,1016660007
1081399,1016660007
1052569,1016660006
1052568,1016660004
1052567,1016660003
1052566,1016660002
1052565,1016660001
1052564,1016650150
1052563,1016650147
1052562,1016650145
1052561,1016650130
1052560,1016650127
1052559,1016650122
1052558,1016650110
1052557,1016650108
1052556,1016650105
1052555,1016650104
1052554,1016650101
1052553,1016650051
1052552,1016650050
1076374,1016650048
1052551,1016650047
1052550,1016650046
1052549,1016650045
1052548,1016650043
1052547,1016650042
1052546,1016650041
1052545,1016650040
1052544,1016650039
1052543,1016650038
1052542,1016650036
1052541,1016650034
1052540,1016650033
1052539,1016650031
1082386,1016650030
1080716,1016650030
1080715,1016650030
1052538,1016650028
1052537,1016650027
1052536,1016650025
1089056,1016650024
1052535,1016650023
1052534,1016650022
1052533,1016650021
1052532,1016650018
1052531,1016650017
1052530,1016650016
1052529,1016650015
1052528,1016650014
1052527,1016650013
1052526,1016650012
1052525,1016650011
1052524,1016650010
1052523,1016650009
1052522,1016650008
1052521,1016650007
1052520,1016650006
1052519,1016650005
1052518,1016650004
1052517,1016650003
1052516,1016650002
1052515,1016650001
1052514,1016620040
1081354,1016620035
1081353,1016620035
1052513,1016620016
1052512,1016620010
1080709,1016620001
1080708,1016620001
1080707,1016620001
1080706,1016620001
1080705,1016620001
1080704,1016620001
1080703,1016620001
1076370,1016617503
1088728,1016617502
1086571,1016617501
1085753,1016610141
1085755,1016610140
1085756,1016610139
1087817,1016610132
1087886,1016610131
1052511,1016610121
1087806,1016610110
1087792,1016610109
1087852,1016610108
1087813,1016610107
1087885,1016610106
1087805,1016610105
1052510,1016610048
1052509,1016610047
1052508,1016610046
1085751,1016610045
1052507,1016610044
1085752,1016610043
1085754,1016610041
1085757,1016610038
1085758,1016610037
1086048,1016610036
1052506,1016610035
1088160,1016610034
1087797,1016610031
1087798,1016610030
1081398,1016610029
1081396,1016610029
1081395,1016610029
1081394,1016610029
1052505,1016610028
1052504,1016610027
1088161,1016610024
1052503,1016610023
1052502,1016610022
1052501,1016610021
1052500,1016610020
1052499,1016610019
1052498,1016610018
1052497,1016610017
1052496,1016610016
1052495,1016610015
1052492,1016610010
1052491,1016610010
1052490,1016610004
1052488,1016610002
1052475,1016607502
1052465,1016607501
1052486,1016600120
1085269,1016600118
1085268,1016600117
1085267,1016600116
1085266,1016600115
1085265,1016600114
1085264,1016600113
1085263,1016600112
1085742,1016600111
1085262,1016600110
1052485,1016600045
1052484,1016600044
1052483,1016600043
1052482,1016600042
1052481,1016600041
1052480,1016600040
1052479,1016600039
1052476,1016600033
1052474,1016600031
1052473,1016600030
1052472,1016600028
1052471,1016600027
1052470,1016600026
1052469,1016600025
1052468,1016600024
1052467,1016600023
1087966,1016600022
1052464,1016600020
1052463,1016600019
1085271,1016600010
1052462,1016600009
1052461,1016600008
1052460,1016600007
1052459,1016600006
1052458,1016600005
1052457,1016600004
1052456,1016600003
1052455,1016600001
1052454,1016590147
1087889,1016590144
1085564,1016590132
1085561,1016590130
1052451,1016590128
1052450,1016590121
1052449,1016590105
1052448,1016590048
1052447,1016590047
1052446,1016590046
1052445,1016590045
1085563,1016590031
1085562,1016590029
1052444,1016590028
1052443,1016590027
1052442,1016590026
1052441,1016590025
1052440,1016590024
1052439,1016590023
1052438,1016590022
1052437,1016590021
1052436,1016590012
1052435,1016590001
1052434,1016590001
1052433,1016560100
1084323,1016560001
1084322,1016560001
1084321,1016560001
1084320,1016560001
1084319,1016560001
1084318,1016560001
1080693,1016560001
1080692,1016560001
1080691,1016560001
1080690,1016560001
1080689,1016560001
1080688,1016560001
1052430,1016550102
1052429,1016550045
1052428,1016550038
1052427,1016550035
1052426,1016550034
1052425,1016550033
1052424,1016550032
1089802,1016550031
1052421,1016550029
1052420,1016550028
1052419,1016550027
1052418,1016550026
1085261,1016550024
1052416,1016550023
1052415,1016550022
1052414,1016550020
1052411,1016550016
1052410,1016550014
1052409,1016550013
1052408,1016550012
1052407,1016550011
1087874,1016550007
1052406,1016550005
1052405,1016550003
1052404,1016550001
1052403,1016540141
1052402,1016540139
1052400,1016540128
1052399,1016540045
1052398,1016540041
1052397,1016540040
1052396,1016540039
1075643,1016540033
1052393,1016540029
1052392,1016540028
1052391,1016540027
1052390,1016540026
1052389,1016540025
1080671,1016540011
1080669,1016540011
1052388,1016540004
1052387,1016540003
1052386,1016540002
1052385,1016540001
1088906,1016527501
1052384,1016520016
1080683,1016520001
1080682,1016520001
1080681,1016520001
1080680,1016520001
1052383,1016490009
1083464,1016490001
1083463,1016490001
1083462,1016490001
1083461,1016490001
1083457,1016490001
1083456,1016490001
1074265,1016490001
1082346,1016470001
1082345,1016470001
1082344,1016470001
1082343,1016470001
1082342,1016470001
1079203,1016470001
1079202,1016470001
1086570,1016467502
1052375,1016467501
1052381,1016460031
1052380,1016460030
1052379,1016460025
1052378,1016460024
1052377,1016460023
1052376,1016460022
1052374,1016460020
1052373,1016460019
1052372,1016460018
1052371,1016460017
1052370,1016460016
1052369,1016460015
1075642,1016460001
1087155,1016457501
1052367,1016450153
1052365,1016450133
1052364,1016450132
1052363,1016450129
1052362,1016450126
1052361,1016450125
1052360,1016450124
1052359,1016450122
1052358,1016450059
1052357,1016450050
1052356,1016450045
1052355,1016450044
1052354,1016450041
1052353,1016450040
1052352,1016450039
1052351,1016450038
1052350,1016450037
1052349,1016450035
1089804,1016450033
1052346,1016450031
1052345,1016450030
1052344,1016450029
1052343,1016450028
1052342,1016450027
1052341,1016450024
1052340,1016450023
1052339,1016450022
1088805,1016450020
1052337,1016450015
1052336,1016450012
1052335,1016450007
1052334,1016450006
1052333,1016450005
1052332,1016450001
1052311,1016447502
1088162,1016447501
1052331,1016440164
1052330,1016440156
1052329,1016440147
1088819,1016440146
1052327,1016440129
1052325,1016440124
1052324,1016440122
1052323,1016440121
1052322,1016440120
1052321,1016440072
1052320,1016440070
1082375,1016440069
1082373,1016440069
1082372,1016440069
1082371,1016440069
1082370,1016440069
1082369,1016440069
1052319,1016440068
1052318,1016440067
1052317,1016440066
1052316,1016440065
1052315,1016440059
1052314,1016440058
1052313,1016440057
1052312,1016440051
1052310,1016440048
1052309,1016440047
1088163,1016440041
1052307,1016440040
1052306,1016440039
1052305,1016440038
1052304,1016440037
1052303,1016440036
1052302,1016440035
1052301,1016440034
1052300,1016440033
1052299,1016440032
1052298,1016440031
1052297,1016440030
1052296,1016440029
1052326,1016440028
1052295,1016440028
1052294,1016440027
1052293,1016440026
1085260,1016440025
1052291,1016440024
1052290,1016440023
1052289,1016440022
1052288,1016440021
1052287,1016440016
1052286,1016440012
1052285,1016440011
1052284,1016440008
1052283,1016440007
1052282,1016440005
1052281,1016440001
1052271,1016437502
1052272,1016437501
1052280,1016430149
1052279,1016430137
1052277,1016430123
1052276,1016430122
1052275,1016430071
1052274,1016430070
1052273,1016430068
1052270,1016430065
1052269,1016430064
1052268,1016430063
1052267,1016430062
1052266,1016430061
1052265,1016430060
1052264,1016430059
1052263,1016430056
1052262,1016430052
1052261,1016430051
1052260,1016430050
1052259,1016430049
1052258,1016430048
1081352,1016430047
1081350,1016430047
1052256,1016430044
1052255,1016430041
1084329,1016430040
1052254,1016430040
1052253,1016430039
1052252,1016430038
1052251,1016430037
1052250,1016430035
1052249,1016430033
1052248,1016430031
1052247,1016430029
1052246,1016430028
1052245,1016430027
1052244,1016430026
1052243,1016430025
1052242,1016430024
1052241,1016430023
1052240,1016430022
1052239,1016430021
1052238,1016430018
1052237,1016430017
1052236,1016430016
