ZoneDist1,BldgClass,YearBuilt,BBL,APPBBL
C6-2,RM,1908,1005357501,1005350047
R7-2,V1,0,1005358020,0
R7-2,C6,1909,1005370001,0
R7-2,C5,1900,1005370005,0
R7-2,C7,1900,1005370006,0
R7-2,C7,1900,1005370008,0
R7-2,C7,1900,1005370010,0
R7-2,C7,1900,1005370011,0
R7-2,C7,1900,1005370012,0
R7-2,C7,1900,1005370013,0
R7-2,C7,1900,1005370017,0
R7-2,S3,1900,1005370020,1005370020
R7-2,S3,1900,1005370021,1005370020
R7-2,C7,1900,1005370022,0
R7-2,S4,1900,1005370025,0
R7-2,D0,1912,1005370026,0
R7-2,S4,1900,1005370029,0
R7-2,D4,1900,1005370030,0
R7-2,B9,1899,1005370032,0
R7-2,D4,1900,1005370033,0
R7-2,S9,1900,1005370034,0
R7-2,C7,1900,1005370035,0
R7-2,K4,1910,1005370036,0
R7-2,C7,1900,1005370037,0
R7-2,RM,1982,1005377501,1005370019
R7-2,RM,1928,1005377502,1005370023
R7-2,RM,1920,1005377503,1005370016
R7-2,W6,2000,1005380040,0
R7-2,RA,2010,1005387501,1005380027
R7-2,D9,0,1005390001,1005390001
R7-2,C6,1900,1005390008,0
R7-2,C7,1900,1005390009,0
R7-2,C7,1900,1005390010,0
R7-2,C7,1900,1005390011,0
R7-2,S5,1900,1005390012,0
R7-2,C5,1900,1005390013,0
R7-2,C5,1935,1005390014,0
R7-2,C7,1900,1005390016,0
R7-2,S4,1900,1005390017,0
R7-2,A9,1906,1005390018,0
R7-2,K4,1910,1005390019,0
R7-2,K4,1910,1005390020,0
R7-2,S5,1901,1005390021,0
R7-2,C7,1900,1005390022,0
R7-2,G1,1918,1005390023,0
R7-2,C7,1920,1005390028,0
R7-2,C7,1900,1005390030,0
R7-2,D4,1930,1005390031,0
R7-2,K4,1920,1005390035,0
R7-2,K4,1901,1005390036,0
R7-2,D7,1920,1005390037,0
R7-2,K2,1900,1005390039,0
R7-2,C7,1900,1005390040,0
R7-2,C7,1900,1005390041,0
R7-2,C7,1910,1005390042,0
R7-2,C4,1900,1005390044,0
R7-2,V1,0,1005390070,0
R7-2,R4,0,1005397501,1005390001
R7-2,C7,1900,1005400001,0
R7-2,C7,1900,1005400002,0
R7-2,C7,1900,1005400003,0
R7-2,C7,1900,1005400004,0
R7-2,C5,1900,1005400005,0
R7-2,C7,1900,1005400006,0
R7-2,C7,1900,1005400007,0
R7-2,C7,1900,1005400008,0
R7-2,C7,1910,1005400009,0
R7-2,C7,1900,1005400010,0
R7-2,C7,1910,1005400011,0
R7-2,C7,1930,1005400012,0
R7-2,C7,1910,1005400013,0
R7-2,H8,1987,1005400014,1005400014
R7-2,C7,1900,1005400023,0
R7-2,C4,1900,1005400024,0
R7-2,C5,1900,1005400025,0
R7-2,D9,1900,1005400028,0
R7-2,O5,1900,1005400030,0
R7-2,C5,1900,1005400033,0
R7-2,C5,1900,1005400034,0
R7-2,C4,1900,1005400035,0
R7-2,C7,1910,1005400036,0
R7-2,C7,1900,1005400039,0
R7-2,S2,1901,1005400040,0
R7-2,S2,1901,1005400041,0
R7-2,C7,1904,1005400043,0
R7-2,RM,1900,1005407501,1005400037
R7-2,W6,1950,1005410001,1005410001
R7-2,W6,1900,1005410018,0
R7-2,M1,1900,1005410023,0
R7-2,W6,1971,1005410033,1005410033
R7-2,RA,2002,1005417501,1005410031
R7-2,W6,1950,1005418001,1005410001
R7-2,V1,0,1005420006,0
PARK,Q1,0,1005420010,0
R7-2,D4,1940,1005420011,0
R7-2,B3,1899,1005420018,0
R7-2,B3,1899,1005420019,0
R7-2,D4,1941,1005420025,0
PARK,Q1,0,1005420026,0
R7-2,C4,1900,1005420034,0
R7-2,C4,1920,1005420036,0
R7-2,A9,1920,1005420040,0
R7-2,A9,1900,1005420041,0
R7-2,B1,1900,1005420042,0
R7-2,B9,1899,1005420043,0
R7-2,C7,1905,1005420044,0
R7-2,S2,1901,1005420046,0
R7-2,C7,1900,1005420047,0
R7-2,C7,1900,1005420048,0
R7-2,C7,1900,1005420049,0
R7-2,C7,1900,1005420050,0
R7-2,C7,1900,1005420051,0
R7-2,C7,1900,1005420052,0
R7-2,C7,1900,1005420053,0
R7-2,S9,1910,1005420058,0
R7-2,C7,1932,1005420059,0
R7-2,S5,1900,1005420060,0
R7-2,C7,1900,1005420061,0
R7-2,RM,1928,1005427501,1005420064
R7-2,RM,1900,1005427502,1005420054
PARK,Q2,1920,1005430001,0
R7-2,K2,1974,1005430010,0
R7-2,K2,1952,1005430012,0
R7-2,S9,1900,1005430013,0
R7-2,G1,1910,1005430015,0
R7-2,C7,1900,1005430019,0
R7-2,C7,1900,1005430020,0
R7-2,C7,1900,1005430021,0
R7-2,S5,1900,1005430022,0
R7-2,J5,1907,1005430023,0
R7-2,A5,1930,1005430027,0
R7-2,J9,1985,1005430028,1005430029
R7-2,C7,1930,1005430031,0
PARK,Q2,1930,1005430032,0
R7-2,K4,1950,1005430042,0
R7-2,K4,1925,1005430043,0
R7-2,C6,1900,1005430044,0
R7-2,C7,1900,1005430045,0
R7-2,C7,1900,1005430047,0
R7-2,D1,1929,1005430048,0
R7-2,C0,1900,1005430050,0
R7-2,C0,1899,1005430051,0
R7-2,C6,1900,1005430052,0
R7-2,W9,2010,1005430053,0
R7-2,K4,1900,1005430057,0
R7-2,S2,1901,1005430058,0
R7-2,K4,1930,1005430059,0
R7-2,S4,1900,1005430060,0
R7-2,C7,1900,1005430061,0
R7-2,C7,1900,1005430062,0
R7-2,C7,1919,1005430063,0
R7-2,K4,1930,1005430066,0
R7-2,C5,1900,1005430067,0
R7-2,RM,1907,1005437501,1005430068
M1-5B,O6,1885,1005440001,0
M1-5B,G1,1931,1005440005,0
M1-5B,O5,1891,1005440008,0
M1-5B,K4,1900,1005440011,0
M1-5B,S9,1910,1005440012,0
M1-5B,O6,1894,1005440013,0
M1-5B,J7,1900,1005440016,0
M1-5B,D0,1900,1005440020,0
M1-5B,O9,1930,1005440045,1005440038
M1-5B,K4,1930,1005440047,1005440038
M1-5B,O3,1928,1005440048,0
M1-5B,L3,1930,1005440050,0
,,0,1005440057,
M1-5B,D6,2009,1005440065,1005440059
M1-5B,D1,1900,1005440067,0
M1-5B,V1,0,1005440068,0
M1-5B,P7,1900,1005440071,0
M1-5B,G1,1931,1005440072,0
M1-5B,D0,1900,1005440073,0
PARK,Q1,0,1005440075,0
C6-1,W6,1857,1005440076,0
M1-5B,RM,1920,1005447501,1005440032
C6-2,RM,2004,1005447502,1005440022
M1-5B,RC,1930,1005447503,1005440038
M1-5B,O6,1914,1005450006,0
M1-5B,D0,1900,1005450007,0
M1-5B,D0,1895,1005450008,0
M1-5B,D0,1900,1005450010,0
M1-5B,D0,1908,1005450011,0
M1-5B,D0,1900,1005450013,0
M1-5B,K1,1900,1005450014,0
M1-5B,O6,1917,1005450015,0
M1-5B,K4,1900,1005450020,0
M1-5B,K4,1900,1005450021,0
M1-5B,L8,1900,1005450022,0
M1-5B,O6,1910,1005450026,0
M1-5B,C7,1900,1005450037,0
M1-5B,C1,1900,1005450038,0
M1-5B,C7,1900,1005450039,0
M1-5B,C7,1900,1005450040,0
M1-5B,D1,1910,1005450046,0
M1-5B,G6,0,1005450048,0
M1-5B,L8,1930,1005450053,0
C6-2,D5,1909,1005450059,0
M1-5B,RC,1906,1005457501,1005450001
M1-5B,RM,1895,1005457502,1005450004
C6-2,RM,1930,1005457503,1005450065
M1-5B,RM,1900,1005457504,1005450023
R7-2,H8,1900,1005460001,1005460003
R7-2,W6,1900,1005460005,0
R7-2,W6,1900,1005460008,0
R7-2,W6,1910,1005460010,0
R7-2,W6,1930,1005460011,0
R7-2,H8,1931,1005460015,0
R7-2,W6,1900,1005460020,0
R7-2,O6,1900,1005460021,0
R7-2,O2,1920,1005460026,0
R7-2,W6,1900,1005460030,0
C6-2,W6,1904,1005460031,0
C6-2,W6,1971,1005460033,0
C6-2,W6,1910,1005460035,0
C6-2,W6,1910,1005460040,0
R7-2,W6,1900,1005470001,0
R7-2,W6,1900,1005470004,0
R7-2,W6,1906,1005470005,0
R7-2,W6,1901,1005470008,0
R7-2,W5,1900,1005470014,1005470014
R7-2,W5,1800,1005470015,0
R7-2,W9,1910,1005470018,0
R7-2,O2,1900,1005470019,0
R7-2,W6,1941,1005470020,0
R7-2,W6,1900,1005470025,0
C6-2,W6,1900,1005470026,0
C6-2,W6,1901,1005470030,0
R7-2,D6,1930,1005480001,0
R7-2,H8,1962,1005480004,0
C1-7,O5,1930,1005480009,0
C1-7,J9,1940,1005480012,0
R7-2,W6,1900,1005480021,0
R7-2,D0,1900,1005480024,0
C1-7,D4,1952,1005480028,0
R7-2,D6,1929,1005480040,0
R7-2,D4,1930,1005480045,0
C6-4,D6,1976,1005480070,0
C6-4,RM,1965,1005487501,1005480054
PARK,Q1,2013,1005490001,1005490001
R6,W6,1900,1005500001,1005500001
R6,W6,1900,1005500004,0
R6,W6,1920,1005500005,0
R6,W6,1900,1005500006,0
R6,H8,1932,1005500013,0
,,0,1005500015,
R6,A4,1899,1005500016,0
R6,A4,1899,1005500017,0
R6,A4,1899,1005500018,0
R10,D4,1927,1005500022,0
C1-7,C6,1930,1005500023,0
C1-7,H8,1930,1005500024,0
C1-7,S9,1910,1005500026,0
C1-7,H8,1930,1005500027,0
C1-7,H8,1930,1005500029,0
C1-7,H8,1900,1005500030,0
C1-7,H8,1920,1005500032,0
R10,D4,1952,1005510001,0
R6,O2,1890,1005510007,0
R6,W2,1920,1005510008,0
R6,C1,1900,1005510010,0
R6,O2,1925,1005510011,0
R6,C1,1900,1005510012,0
R6,C7,1900,1005510013,0
R6,C2,1900,1005510014,0
R6,C3,1900,1005510015,1005510015
R6,D9,1900,1005510016,0
C4-5,K4,1900,1005510019,0
C4-5,K4,1900,1005510020,0
C4-5,C7,1900,1005510021,0
C4-5,S5,1900,1005510022,0
C4-5,K1,1967,1005510023,0
C4-5,W8,1900,1005510027,0
C4-5,W3,1920,1005510028,0
R6,A9,1899,1005510042,0
R6,A9,1900,1005510115,1005510015
R6,A5,1899,1005510122,0
R6,A4,1899,1005510123,0
R6,A4,1899,1005510124,0
R6,A4,1899,1005510125,0
R6,A4,1899,1005510126,0
R7-2,O2,1956,1005520001,0
R7-2,D3,1900,1005520010,0
R7-2,A4,1900,1005520013,0
R7-2,C4,1900,1005520014,0
R7-2,A4,1899,1005520015,0
R7-2,A4,1900,1005520016,0
R7-2,H8,1955,1005520024,1005520024
R7-2,H8,1929,1005520026,0
R7-2,I7,1900,1005520032,0
R7-2,C1,1900,1005520033,0
R7-2,C1,1900,1005520034,0
R7-2,S4,1900,1005520035,0
R7-2,C7,1900,1005520036,0
R7-2,S4,1930,1005520046,0
R7-2,A4,1930,1005520047,0
R7-2,C5,1910,1005520048,0
R7-2,A4,1900,1005520050,0
R7-2,C3,1900,1005520051,0
R7-2,C1,1900,1005520052,0
R7-2,S2,1899,1005520053,0
R7-2,B3,1899,1005520054,0
R7-2,H8,1927,1005520060,0
R7-2,O8,1969,1005520061,0
R7-2,D4,1925,1005520062,0
R7-2,C6,1900,1005520063,0
R7-2,D4,1900,1005520064,0
R7-2,P2,1900,1005520065,0
R7-2,S4,1900,1005520066,0
R7-2,C1,1900,1005520067,0
R7-2,D0,1916,1005520068,0
R7-2,C1,1900,1005520070,0
R7-2,S5,1900,1005520071,0
R7-2,C6,1900,1005520148,0
R7-2,RM,1986,1005527501,1005520037
R7-2,R1,1900,1005527502,1005520055
R7-2,R1,1860,1005527503,1005520030
R7-2,RM,1966,1005527504,1005520005
R7-2,R1,1910,1005527505,1005520029
C4-5,K1,1942,1005530001,0
C4-5,K2,1956,1005530006,0
C4-5,K2,1957,1005530007,0
C4-5,K2,1950,1005530009,0
C4-5,C7,1900,1005530011,0
C4-5,K1,1937,1005530014,0
C4-5,O2,1929,1005530015,0
C4-5,C7,1930,1005530017,0
C4-5,K1,1957,1005530019,0
C4-5,K1,1937,1005530021,0
C4-5,K1,1937,1005530024,0
C4-5,K4,1900,1005530026,1005530026
C4-5,S5,1900,1005530027,1005530026
R6,C1,1940,1005530033,0
R6,A4,1900,1005530034,0
R6,A4,1900,1005530035,0
R6,C0,1900,1005530036,0
R6,A4,1900,1005530037,0
R6,C4,1900,1005530038,0
R6,C6,1900,1005530039,0
R6,C6,1900,1005530040,0
R6,D3,1917,1005530041,0
C4-5,V1,0,1005530044,0
R6,RC,1910,1005537501,1005530031
R6,RM,1900,1005537502,1005530028
C6-2,O6,1906,1005540001,0
C6-1,O6,2012,1005540035,0
C6-2,D4,1960,1005550001,0
C6-2A,K1,1988,1005550010,0
C6-2A,D0,1900,1005550011,0
C6-2A,K4,1910,1005550012,0
C6-2A,P9,1900,1005550013,0
C6-2A,D5,1900,1005550014,0
C6-2A,V1,0,1005550018,1005550018
C6-2A,V1,0,1005550020,1005550018
C6-2A,K4,1900,1005550021,1005550021
C6-2A,D4,1965,1005550028,0
C6-2A,K4,1900,1005550040,0
,,0,1005550044,
C6-2A,S4,1900,1005550048,0
C6-2A,K4,1910,1005550122,1005550021
C6-2A,L8,1900,1005550123,1005550021
C6-2A,K4,1900,1005550124,1005550021
C6-2A,D8,1959,1005560001,0
C6-2A,C4,1900,1005560015,1005560015
C6-2A,C4,1900,1005560016,1005560015
C6-2A,C7,1900,1005560020,0
C6-2A,K4,1901,1005560021,0
C6-2A,S3,1901,1005560022,0
C6-2A,S3,1900,1005560023,0
C6-2A,K4,1901,1005560024,0
C6-2A,C7,1900,1005560026,0
C6-2A,C7,1900,1005560028,0
C6-2A,Z3,1936,1005560036,0
C6-2A,D4,1921,1005560044,0
C6-2A,H8,2006,1005560048,1005560048
C6-2A,C6,1900,1005560052,0
C6-2A,J8,1900,1005560065,0
C6-2A,P1,1920,1005560068,0
C6-2A,C5,1900,1005560075,0
C6-2A,RM,1905,1005567501,1005560054
C6-2A,RM,2012,1005567502,1005560059
C6-1,M1,1900,1005570001,0
C6-1,M3,1900,1005570008,0
C6-1,D7,1907,1005570011,0
C6-1,L8,1900,1005570012,0
C6-1,L8,1910,1005570014,0
C6-1,C5,1962,1005570017,0
C6-1,D6,1987,1005570022,1005570024
C6-1,D2,1900,1005570025,0
C6-1,S2,1899,1005570030,0
C6-1,S2,1899,1005570031,0
C6-1,D7,1928,1005570039,0
C6-1,Q2,0,1005570041,0
C6-1,RM,1982,1005577501,0
C6-2A,L8,1920,1005580005,0
C6-2A,L8,1920,1005580006,0
C6-2A,D5,1930,1005580010,0
C6-2A,Y1,1929,1005580011,0
C6-2A,D5,1900,1005580013,0
C6-2A,O8,1920,1005580017,0
C6-2A,D3,1900,1005580018,1005580044
C6-2A,S5,1900,1005580024,0
C6-2A,B3,1899,1005580026,0
C6-2A,C3,1900,1005580027,0
C6-2A,C7,1900,1005580028,0
C6-2A,S4,1900,1005580029,0
C6-2A,S5,1930,1005580030,0
C6-2A,K4,1920,1005580031,0
C6-2A,C7,1900,1005580032,1005580032
C6-2A,C7,1910,1005580036,0
C6-2A,H8,1989,1005580037,1005580039
C6-2A,L8,1900,1005580043,0
C6-2A,D5,1900,1005580044,1005580044
C6-2A,S4,1900,1005580047,0
C6-2A,C7,1900,1005580048,0
C6-2A,S4,1900,1005580049,0
C6-2A,RM,1985,1005587501,0
C6-2A,RM,1905,1005587502,1005580001
C6-2A,R4,1988,1005587503,1005580022
C6-2A,RM,1900,1005587504,1005580019
C6-4,D6,1964,1005590009,0
C6-4,H8,1998,1005590012,1005590014
C6-3X,K2,1993,1005590016,1005590016
C6-3X,H8,1999,1005590022,1005590022
C1-9A,K1,1900,1005590032,0
C1-9A,K1,1920,1005590035,0
C1-9A,K4,1964,1005590036,0
C1-9A,K2,1900,1005590041,0
C6-2A,C7,1900,1005590042,0
C6-2A,C4,1900,1005590043,0
C6-2A,D7,1994,1005590055,1005590016
C1-9A,S9,1865,1005590141,0
C1-9A,RM,2006,1005597501,1005590038
C6-2A,RM,1899,1005597502,1005590044
C1-7,RM,1955,1005607501,1005600003
C1-7,RM,1959,1005607502,1005600009
C6-2,RM,1954,1005607503,1005600029
C1-7,D4,1923,1005610001,0
C1-7,S4,1950,1005610003,0
R7-2,D0,1909,1005610009,0
R7-2,S4,1900,1005610011,0
R7-2,D4,1903,1005610012,0
R7-2,D4,1929,1005610014,0
R7-2,D4,1964,1005610037,0
R7-2,D4,1925,1005610045,0
C6-2,RM,1955,1005617501,1005610026
C1-7,RM,1928,1005617502,1005610005
C1-7,D0,1923,1005620001,0
C6-1,D0,1902,1005620011,0
C6-1,O8,1900,1005620013,0
C6-1,L8,1930,1005620014,0
C6-1,G1,1930,1005620018,0
C6-1,O5,1940,1005620024,0
C6-1,K2,1927,1005620027,0
C6-1,K2,1930,1005620028,0
C6-1,C7,2010,1005620029,0
R7-2,H8,1929,1005620030,0
R7-2,D0,1900,1005620033,0
R7-2,K4,1900,1005620034,0
R7-2,C5,1900,1005620035,0
R7-2,D0,1900,1005620036,0
R7-2,C6,1900,1005620038,0
R7-2,D4,1900,1005620040,0
R7-2,D6,1929,1005620044,0
R7-2,RC,1900,1005627501,0
C6-1,RM,1900,1005627502,1005620012
C6-1,RM,1929,1005627503,1005620016
C1-7,O6,1906,1005630001,0
C1-7,O6,1900,1005630019,0
C6-1,Y2,1955,1005630020,0
C6-1,O6,1900,1005630024,0
C6-1,D5,1900,1005630026,0
C6-1,O6,1900,1005630031,0
C6-1,K2,1930,1005630033,0
C6-1,L8,1930,1005630034,0
C6-1,L8,0,1005630035,1005630035
C6-1,D0,1930,1005630037,0
C6-1,D3,1970,1005630043,0
C6-1,D0,1903,1005630045,0
C6-1,O6,1903,1005630046,0
C6-1,D0,1908,1005630048,0
C6-1,M1,1930,1005630049,0
C6-1,RM,1985,1005637501,1005630028
C6-1,R1,1900,1005637502,1005630027
C6-1,RC,0,1005637503,1005630035
C1-7,D4,1929,1005640001,0
C1-7,D8,1940,1005640004,0
C1-7,O6,1940,1005640007,0
C6-1,D5,1930,1005640011,0
C6-1,L8,1900,1005640016,0
C6-1,L8,1910,1005640017,0
C6-1,L8,1910,1005640019,0
C6-1,D0,1910,1005640020,0
C6-1,O6,1907,1005640022,0
C6-1,D0,1900,1005640026,0
C6-1,D3,0,1005640030,1005640030
C6-1,D0,1900,1005640031,0
C6-1,M1,1920,1005640032,0
C6-1,O6,1903,1005640034,0
C6-1,D0,1896,1005640036,0
C6-1,O5,1913,1005640039,0
C6-1,D4,1901,1005640041,0
C6-1,H1,1910,1005640045,0
C6-1,D4,1963,1005640054,0
C6-1,RM,1910,1005647501,1005640015
C6-1,RM,2006,1005647502,1005640013
C6-1,R1,0,1005647503,1005640030
C6-1,O6,1900,1005650002,0
C6-1,K4,1950,1005650005,0
C6-4,K2,1910,1005650008,0
C6-1,K2,1971,1005650011,0
C6-1,O4,1900,1005650015,0
C6-1,K2,1996,1005650021,1005650021
C6-1,D9,1996,1005659021,1005650021
R10,D4,1955,1005660001,0
C1-7,D4,1964,1005660018,0
R10,D9,1920,1005670005,0
R10,D4,1924,1005670007,0
R7-2,A9,1900,1005670008,0
R7-2,A4,1900,1005670009,0
R7-2,B9,1900,1005670010,0
R7-2,D1,1910,1005670011,0
R7-2,C5,1910,1005670012,0
R7-2,C2,1910,1005670013,0
R7-2,A4,1910,1005670014,0
R7-2,C6,1910,1005670015,0
R7-2,A9,1900,1005670016,0
R7-2,C2,1910,1005670017,0
C1-7,C0,1901,1005670018,0
C1-7,D4,1926,1005670019,0
C1-7,S5,1910,1005670023,0
C1-7,D7,1938,1005670024,0
R7-2,S5,1938,1005670025,0
R7-2,C5,1938,1005670026,0
R7-2,C0,1938,1005670027,0
R7-2,C2,1900,1005670028,0
R7-2,C2,1938,1005670029,0
R7-2,C2,1938,1005670030,0
R7-2,C6,1900,1005670031,0
R7-2,C6,1938,1005670032,0
R7-2,C5,1938,1005670033,0
R10,RM,1921,1005677501,1005670001
R10,W9,1925,1005680001,0
R10,D4,1922,1005680004,0
R10,D4,1924,1005680006,0
R7-2,B3,1900,1005680009,0
R7-2,A4,1900,1005680010,0
R7-2,D4,1900,1005680011,0
R7-2,D4,1900,1005680013,0
R7-2,A5,1899,1005680014,0
R7-2,C0,1900,1005680015,0
R7-2,C6,1900,1005680016,0
R7-2,C6,1900,1005680017,0
C1-7,C7,1922,1005680018,0
C1-7,C7,1900,1005680019,0
C1-7,C5,1900,1005680020,0
C1-7,O5,1900,1005680021,0
C1-7,D4,1926,1005680024,0
R7-2,D4,1910,1005680026,0
R7-2,A5,1899,1005680030,0
R7-2,C5,1900,1005680031,0
R7-2,W6,1900,1005680032,0
R7-2,C1,1915,1005680033,0
R7-2,C5,1900,1005680034,0
R10,D4,1905,1005690001,0
R10,D4,1925,1005690003,0
R10,P2,1948,1005690004,0
R10,D4,1929,1005690005,0
C6-1,C6,1900,1005690007,0
C6-1,C7,1900,1005690008,0
C6-1,C2,1900,1005690009,0
C6-1,J3,1964,1005690017,0
C1-7,S9,1900,1005690020,0
C1-7,K4,1900,1005690021,0
C1-7,S9,1940,1005690022,0
C1-7,O6,1906,1005690024,0
C1-7,K4,1900,1005690025,0
C1-7,L8,1900,1005690026,0
C1-7,O5,1930,1005690028,0
R7-2,B1,1900,1005690029,0
R7-2,A4,1900,1005690030,0
R7-2,C3,1900,1005690031,0
R7-2,A5,1900,1005690032,0
R7-2,C6,1910,1005690033,0
R7-2,M1,1900,1005690038,0
C6-1,RM,1907,1005697501,1005690011
C6-1,R4,1908,1005697502,1005690010
C6-1,RM,1910,1005697503,1005690014
R7-2,R4,1903,1005697504,1005690034
C1-7,RM,1910,1005697505,1005690027
C6-4,S5,1910,1005700005,0
C6-4,S5,1938,1005700006,0
C6-4,D6,2010,1005700007,0
C6-1,D5,1900,1005700008,0
C6-1,C7,1900,1005700014,0
C6-1,C5,1900,1005700015,0
C6-1,C5,1920,1005700016,0
C6-1,D9,1910,1005700017,0
C6-1,K4,1899,1005700019,0
C6-1,S9,1800,1005700020,0
C1-7,D7,0,1005700022,0
C6-1,D3,0,1005700036,1005700036
C6-1,K4,1873,1005700038,0
C6-1,S2,1900,1005700039,0
C6-1,S9,1900,1005700040,0
C6-1,W6,1947,1005700042,0
C6-4,RC,1912,1005707501,1005700001
C6-1,RM,1930,1005707502,1005700011
C1-7,RC,1921,1005707503,1005700032
C6-1,R1,0,1005707504,1005700036
C6-4,H8,2011,1005710001,0
C6-1,D9,1930,1005710012,0
C6-1,C5,1910,1005710013,0
C6-1,C7,1930,1005710017,0
C6-4,C7,1910,1005710018,0
C6-4,K2,1978,1005710020,0
C1-7,D8,1959,1005710025,0
C6-1,V1,0,1005710027,0
C6-1,K2,1910,1005710030,0
C6-1,K2,1912,1005710031,0
C6-1,RM,1928,1005717501,0
C6-1,RC,1920,1005717502,1005710014
C6-1,RM,1930,1005717503,1005710008
C1-7,RM,1950,1005717504,1005710022
C6-4,RM,2006,1005717505,1005710021
C4-5,C7,1920,1005720001,0
C4-5,K4,1920,1005720002,0
C4-5,K2,1900,1005720003,0
C4-5,K4,1910,1005720004,0
C4-5,K2,1920,1005720005,0
C4-5,O6,1902,1005720006,0
C4-5,D6,1900,1005720008,0
C4-5,C5,1900,1005720010,0
R6,S5,1900,1005720011,0
R6,A4,1900,1005720012,0
R6,A4,1900,1005720013,0
R6,A9,1900,1005720014,0
R6,C2,1900,1005720015,0
R6,C6,1980,1005720016,0
R6,D4,1900,1005720017,0
R6,S4,1900,1005720022,0
R6,C2,1900,1005720023,0
R6,D9,1923,1005720026,0
R6,A9,1900,1005720029,0
R6,C5,1900,1005720030,0
R6,A4,1900,1005720031,0
R6,A4,1920,1005720032,0
R6,C1,1940,1005720033,0
R6,S4,1800,1005720035,0
R6,C5,1900,1005720036,0
R6,A4,1920,1005720037,0
R10,D6,1940,1005720038,0
R10,D9,1910,1005720041,0
R10,D7,1910,1005720043,0
R10,C7,1930,1005720044,0
C4-5,HB,1903,1005720045,0
C4-5,C7,1900,1005720047,0
C4-5,S4,1900,1005720048,0
C4-5,D7,1920,1005720049,0
C4-5,S5,1900,1005720052,0
C4-5,C7,1920,1005720053,0
C4-5,C7,1900,1005720054,1005720054
C4-5,S4,1930,1005720057,0
C4-5,S9,1900,1005720058,0
C4-5,C5,1900,1005720059,0
C4-5,S9,1900,1005720060,0
C4-5,C7,1910,1005720061,0
C4-5,D6,1923,1005720062,0
C4-5,S3,1900,1005720064,0
C4-5,S5,1900,1005720065,0
C4-5,C7,1920,1005720066,0
C4-5,S9,1900,1005720068,0
C4-5,C7,1900,1005720069,0
C4-5,C7,1970,1005720070,0
C4-5,C7,1900,1005720071,0
C4-5,C7,1900,1005720072,0
C4-5,C7,1910,1005720073,0
R6,RM,1952,1005727501,1005720034
R6,R2,1900,1005727502,1005720024
C4-5,K4,1920,1005730005,0
C4-5,O5,1915,1005730006,0
C4-5,C4,1910,1005730008,0
R6,C4,1910,1005730009,0
R6,K4,1900,1005730010,0
R6,D1,1910,1005730011,0
R6,W9,1900,1005730013,0
R6,A4,1899,1005730014,0
R6,C7,1900,1005730015,0
R6,B2,1899,1005730016,0
R6,A4,1899,1005730017,0
R6,S2,1899,1005730018,0
R6,D7,1917,1005730019,0
R6,A7,1899,1005730022,0
R6,C1,1900,1005730023,0
R6,A5,1900,1005730024,0
R6,B2,1900,1005730025,0
R6,C2,1900,1005730026,0
R6,C1,1900,1005730027,0
R6,C2,1900,1005730028,0
R6,C6,1900,1005730029,0
R6,A9,1901,1005730030,0
R6,C5,1860,1005730031,0
R6,B9,1899,1005730033,0
R6,S9,1910,1005730034,0
R6,D1,1900,1005730035,0
R6,A4,1900,1005730037,0
R10,D4,1923,1005730039,0
R6,D4,1926,1005730043,0
R6,C5,1900,1005730050,0
R6,C2,1900,1005730051,0
R6,C3,1900,1005730052,0
R6,S9,1900,1005730053,0
R6,C6,1870,1005730054,0
R6,C4,1900,1005730057,0
R6,C2,1900,1005730058,0
R6,A9,1900,1005730059,0
R6,S9,1900,1005730060,0
R6,C2,1900,1005730061,0
R6,D4,1926,1005730062,0
R6,C5,1900,1005730066,0
R6,A4,1900,1005730067,0
R6,A4,1910,1005730068,0
R6,C6,1970,1005730069,0
R6,A5,1899,1005730070,0
R6,A4,1899,1005730071,0
R6,A9,1900,1005730072,0
R6,C0,1899,1005730073,0
R6,D4,1926,1005730075,0
R6,R1,1900,1005737501,0
C4-5,RM,1959,1005737502,0
R6,R1,1910,1005737503,1005730036
C1-6,S2,1901,1005740001,0
C1-6,K4,1900,1005740002,0
C1-6,S1,1901,1005740003,0
C1-6,S2,1902,1005740004,0
C1-6,D5,1902,1005740005,0
C1-6,C7,1920,1005740007,0
R6,Z8,0,1005740008,0
R6,C4,1900,1005740009,0
R6,C6,1900,1005740010,0
R6,C6,1900,1005740011,0
R6,A4,1899,1005740014,0
R6,D3,1912,1005740015,0
R6,C0,1899,1005740017,0
R6,A5,1899,1005740018,0
R6,B9,1899,1005740019,0
R6,C0,1899,1005740020,0
R6,S2,1899,1005740021,0
R6,C0,1899,1005740022,0
R6,A4,1899,1005740023,0
R6,B1,1899,1005740024,0
R6,C3,1900,1005740025,0
R6,S5,1900,1005740026,0
R6,S1,1899,1005740027,0
R6,B3,1899,1005740028,0
R6,B9,1900,1005740029,0
R6,C1,1900,1005740030,0
R6,C3,1920,1005740031,0
R6,A5,1920,1005740032,0
R6,A4,1899,1005740033,0
R6,B1,1800,1005740034,0
R6,A4,1899,1005740035,0
R6,C0,1900,1005740036,0
R6,C6,1900,1005740037,0
R6,M3,1920,1005740038,0
R10,D4,1929,1005740039,0
R10,M1,1900,1005740044,0
R6,M3,1920,1005740048,0
R6,A7,1900,1005740050,0
R6,A4,1899,1005740052,0
R6,D4,1900,1005740053,0
