ZoneDist1,BldgClass,YearBuilt,BBL,APPBBL
R7-2,C2,1910,1012190121,0
R7-2,A4,1889,1012190124,0
C1-9,RM,1985,1012197501,1012190030
C1-9,D6,1997,1012200001,1012200001
R7-2,W3,1892,1012200005,1012200005
R7-2,W8,2014,1012200007,1012200005
R7-2,G1,1910,1012200010,0
R7-2,C6,1910,1012200012,0
R7-2,C6,1910,1012200013,0
R7-2,V1,0,1012200017,1012200019
C1-9,D6,1986,1012200029,1012200037
PARK,Q0,0,1012200049,1012200019
R7-2,M1,1912,1012200053,0
R7-2,P5,1910,1012200107,1012200107
R7-2,R4,1900,1012207501,1012200014
R7-2,R4,1989,1012207502,1012200023
R7-2,R4,1989,1012207503,1012200019
R7-2,R4,1990,1012207504,1012200037
R7-2,RA,2005,1012207506,1012200055
C2-8,D6,1974,1012210001,0
R7-2,D3,1963,1012210007,0
C1-9,D7,1986,1012210029,1012210029
R7-2,D3,1993,1012210038,1012210029
R7-2,A4,1910,1012220007,0
R7-2,B1,1901,1012220008,0
R7-2,C3,1910,1012220009,0
R7-2,B3,1901,1012220010,0
R7-2,C1,1900,1012220011,0
R7-2,W2,1900,1012220012,0
R7-2,W2,1998,1012220017,0
C1-9,W2,1969,1012220029,0
R7-2,G1,1969,1012220040,0
R7-2,C1,1915,1012220049,0
R7-2,C1,1925,1012220050,0
R7-2,C1,1910,1012220051,0
R7-2,C1,1910,1012220052,0
R7-2,C1,1900,1012220053,0
R7-2,C1,1910,1012220054,0
R7-2,C7,1910,1012220055,0
R7-2,C7,1910,1012220056,0
R7-2,C6,1900,1012220057,0
R7-2,B9,1899,1012220058,0
R7-2,B9,1899,1012220059,0
C2-8,M1,1916,1012220061,0
R7-2,O2,1910,1012220106,0
R7-2,B3,1901,1012220108,0
R7-2,C1,1910,1012220110,0
R7-2,C1,1910,1012220149,0
R7-2,M4,1910,1012220153,0
R7-2,C1,1910,1012220156,0
R7-2,B3,1899,1012220159,0
C2-8,RM,1926,1012227501,1012220001
C1-9,D4,1969,1012229029,0
R7-2,W1,1940,1012230005,0
R7-2,C1,1920,1012230020,0
R7-2,C6,1910,1012230021,0
R7-2,C1,1920,1012230022,0
R7-2,C1,1920,1012230122,0
R7-2,C1,1920,1012230124,0
R7-2,C1,1920,1012230125,0
C2-8,RM,1940,1012237501,1012230001
R7-2,R4,1925,1012237502,1012230041
C1-9,RM,1973,1012237503,1012230025
R7-2,R4,1925,1012237504,1012230047
C2-8,D4,1929,1012240001,0
R7-2,M1,1910,1012240008,0
R7-2,C6,1926,1012240013,0
R7-2,C1,1910,1012240016,0
R7-2,D4,1926,1012240023,0
C1-9,D4,1966,1012240029,1012240029
R7-2,D4,1936,1012240038,0
R7-2,D3,1965,1012240042,0
R7-2,C0,1899,1012240053,0
R7-2,C2,1920,1012240054,0
R7-2,C2,1920,1012240055,0
R7-2,C0,1899,1012240056,0
R7-2,C0,1899,1012240057,0
C2-8,D4,1967,1012240058,0
R7-2,C3,1910,1012240110,0
R7-2,C0,1910,1012240155,0
R7-2,C6,1910,1012240157,0
R7-2,R6,1969,1012247501,0
R7-2,R6,1900,1012247502,1012240012
R7-2,R6,1900,1012247503,1012240112
C2-8,D4,1967,1012250001,0
R7-2,C0,1910,1012250014,0
R7-2,A4,1910,1012250015,0
R7-2,C3,1910,1012250016,0
R7-2,C2,1910,1012250017,0
R7-2,C3,1910,1012250018,0
R7-2,B9,1910,1012250019,0
R7-2,C0,1910,1012250020,0
R7-2,W8,1910,1012250021,0
R7-2,B1,1910,1012250022,0
R7-2,D4,1936,1012250023,0
C1-9,D4,1968,1012250029,0
R7-2,C6,1910,1012250039,0
R7-2,M1,1910,1012250041,0
R7-2,M1,1920,1012250043,0
R7-2,A4,1901,1012250044,0
R7-2,S1,1900,1012250045,0
R7-2,C0,1901,1012250046,0
R7-2,B9,1900,1012250048,0
R7-2,C0,1900,1012250049,0
R7-2,C3,1900,1012250050,0
R7-2,S5,1900,1012250051,0
R7-2,D4,1925,1012250052,0
R7-2,D4,1914,1012250055,0
R7-2,C2,1900,1012250114,0
R7-2,C2,1900,1012250116,0
R7-2,B1,1900,1012250119,0
R7-2,O8,1910,1012250121,0
R7-2,B3,1901,1012250145,0
R7-2,C0,1901,1012250147,0
R7-2,B9,1901,1012250150,0
R7-2,R1,1968,1012257501,0
R7-2,R1,1900,1012257502,0
R7-2,R1,1885,1012257503,1012250154
R7-2,C0,1900,1012260008,0
R7-2,C1,1900,1012260009,0
R7-2,C1,1900,1012260010,0
R7-2,C6,1910,1012260011,0
R7-2,C1,1900,1012260012,0
R7-2,C1,1900,1012260013,0
R7-2,C0,1899,1012260014,0
R7-2,C5,1900,1012260015,0
R7-2,S5,1900,1012260016,0
R7-2,C0,1900,1012260017,0
R7-2,C2,1900,1012260018,0
R7-2,C0,1900,1012260019,0
R7-2,A4,1899,1012260020,0
R7-2,C3,1900,1012260021,0
R7-2,C3,1900,1012260022,0
R7-2,C2,1900,1012260023,0
R7-2,W3,1900,1012260025,1012260025
R7-2,C0,1900,1012260026,0
C1-9,D6,1986,1012260029,0
C1-9,C7,1920,1012260037,0
R9,C1,1900,1012260039,0
R9,D3,1926,1012260040,0
R9,D4,1910,1012260043,0
R9,D4,1967,1012260045,0
R7-2,C1,1910,1012260108,0
R7-2,C2,1905,1012260110,0
R7-2,C0,1910,1012260113,0
R7-2,C1,1900,1012260117,0
R7-2,A4,1905,1012260119,0
R7-2,C0,1900,1012260121,0
R7-2,C3,1910,1012260123,0
R7-2,A5,1910,1012260125,0
R7-2,RM,1900,1012267501,1012260007
C2-8,RM,1971,1012267502,1012260001
R10A,D4,1931,1012270001,0
C4-6A,M1,1910,1012270006,0
C4-6A,K2,1932,1012270013,0
R10A,S2,1920,1012270021,0
R10A,C5,1910,1012270022,0
R10A,S2,1910,1012270023,0
R10A,C5,1900,1012270024,0
R10A,C5,1900,1012270025,0
R10A,C5,1910,1012270026,0
R10A,D6,2015,1012270027,0
R10A,H1,1904,1012270029,0
C2-7A,C7,1920,1012270033,0
C2-7A,C7,1910,1012270034,0
C2-7A,C7,1910,1012270035,0
C2-7A,C7,1910,1012270036,0
R8B,C7,1910,1012270037,0
R8B,C4,1910,1012270038,0
R8B,C7,1910,1012270039,0
R8B,C7,1910,1012270040,0
R8B,C7,1910,1012270041,0
R8B,C7,1910,1012270042,0
R8B,G1,1940,1012270043,0
C4-6A,D6,2016,1012270049,0
C4-6A,K4,1899,1012270054,0
R10A,E1,1910,1012270059,0
R10A,D1,1900,1012270061,0
R10A,D1,1920,1012270063,0
R10A,C5,1910,1012270121,0
R10A,C5,1900,1012270123,0
R10A,D3,1916,1012280001,0
R10A,M1,1910,1012280005,0
C4-6A,K4,1920,1012280008,0
C4-6A,D6,1905,1012280013,0
R8B,K4,1900,1012280022,0
R8B,C1,1910,1012280023,0
R8B,C6,1910,1012280024,0
R8B,C7,1910,1012280025,0
R8B,C7,1910,1012280026,0
R8B,C7,1910,1012280027,0
R8B,C7,1910,1012280028,0
C2-7A,C4,1910,1012280029,0
C2-7A,C7,1910,1012280030,0
C2-7A,C4,1910,1012280031,0
C2-7A,C4,1910,1012280032,0
C2-7A,C4,1910,1012280033,0
C2-7A,C7,1910,1012280034,0
C2-7A,D6,1920,1012280036,0
R8B,D1,1920,1012280037,0
R8B,D3,1920,1012280039,0
C4-6A,O5,1920,1012280057,1012280057
R10A,D8,1982,1012280061,0
C2-7A,C1,1900,1012280128,0
R8B,RM,1987,1012287501,1012280049
R8B,R4,1910,1012287502,1012280020
C4-6A,R4,2004,1012287503,1012280019
R10A,V1,0,1012289005,0
C4-6A,V1,0,1012289057,1012280057
R10A,D4,1928,1012290001,0
R10A,D3,1900,1012290006,0
C4-6A,D7,1912,1012290008,0
C2-7A,C7,1920,1012290029,0
C2-7A,P8,1920,1012290031,0
C2-7A,C7,1900,1012290033,0
C2-7A,C7,1910,1012290034,0
C2-7A,C7,1900,1012290035,0
C2-7A,C7,1900,1012290036,0
R8B,D9,1920,1012290037,0
R8B,D2,1910,1012290039,0
R8B,S9,1900,1012290040,0
R8B,C5,1900,1012290041,0
R8B,C1,1900,1012290042,0
R8B,C7,1910,1012290043,0
R8B,S3,1900,1012290044,0
C4-6A,C7,1910,1012290045,0
C4-6A,C7,1900,1012290046,0
C4-6A,C7,1910,1012290047,0
C4-6A,C7,1900,1012290049,0
C4-6A,D4,1910,1012290054,0
R10A,D4,1931,1012290061,0
R8B,R4,1920,1012297501,1012290025
C4-6A,RM,1912,1012297502,1012290013
C2-7A,RM,1920,1012297503,1012290030
R10A,W1,1910,1012300001,0
C4-6A,K2,1920,1012300008,0
R8B,M3,1927,1012300023,0
R8B,M1,1910,1012300025,0
C2-7A,S5,1910,1012300029,0
C2-7A,C7,1910,1012300030,0
C2-7A,C7,1910,1012300031,0
C2-7A,C7,1910,1012300032,0
C2-7A,C2,1900,1012300034,0
C2-7A,C2,1900,1012300035,0
C2-7A,C4,1900,1012300036,0
R8B,C7,1900,1012300037,0
R8B,P7,1929,1012300038,0
R8B,I9,1920,1012300042,0
C4-6A,D6,1924,1012300043,0
R10A,D4,1928,1012300061,0
C2-7A,C7,1900,1012300133,0
C2-7A,C7,1900,1012300135,0
C4-6A,RM,1923,1012307501,1012300014
R10A,D4,1913,1012310001,0
C4-6A,D6,1910,1012310007,0
C4-6A,K9,1910,1012310011,0
R10A,V1,0,1012310012,0
R8B,D3,1927,1012310026,0
C2-7A,C7,1920,1012310029,0
C2-7A,N9,1920,1012310030,0
C2-7A,C7,1900,1012310031,0
C2-7A,C6,1920,1012310032,0
C2-7A,C7,1940,1012310033,0
C2-7A,C6,1940,1012310034,0
C2-7A,C6,1940,1012310035,0
C2-7A,C7,1940,1012310036,0
R8B,C4,1900,1012310037,0
R8B,O5,1910,1012310038,0
R8B,N9,1900,1012310039,0
R8B,C5,1900,1012310040,0
R8B,J3,1983,1012310047,1012310047
C4-6A,O5,1932,1012310055,0
R10A,D3,1940,1012310059,0
R10A,M1,1910,1012310060,0
R10A,A4,1900,1012310061,0
R8B,RM,1985,1012317501,1012310014
R10A,RM,0,1012317502,1012310064
R8B,D6,1925,1012320014,0
C4-6A,K4,1910,1012320017,0
R8B,C6,1910,1012320027,0
R8B,C7,1920,1012320028,0
C2-7A,C7,1900,1012320029,0
C2-7A,C7,1900,1012320031,0
C2-7A,C7,1900,1012320033,0
C2-7A,C7,1910,1012320034,0
C2-7A,C7,1900,1012320036,0
R8B,C6,1910,1012320037,1012320037
C4-6A,K2,1910,1012320045,0
C4-6A,D6,1922,1012320055,0
R10A,D4,1914,1012320057,0
R10A,D4,1923,1012320061,0
R10A,C1,1910,1012320063,0
R10A,C5,1910,1012320064,0
R10A,C1,1920,1012320160,0
C4-6A,RM,1915,1012327501,1012320011
R10A,RM,1915,1012327502,1012320001
R10A,C5,1900,1012330001,0
R10A,D4,1924,1012330002,0
R10A,B1,1910,1012330005,0
C4-6A,HR,1901,1012330011,1012330053
C4-6A,D7,1903,1012330016,0
R8B,D7,1910,1012330023,0
R8B,C1,1910,1012330024,0
R8B,HR,1910,1012330025,0
R8B,C1,1900,1012330027,0
C2-7A,C7,1910,1012330028,0
C2-7A,D6,1929,1012330029,0
R10A,D4,1931,1012330033,0
R10A,D5,1910,1012330058,1012330058
R10A,C6,1910,1012330060,0
R10A,C1,1910,1012330160,0
R10A,RM,1912,1012337501,1012330061
R10A,R4,1986,1012337502,1012330006
R10A,R1,1920,1012337503,1012330105
R10A,D4,1907,1012340007,0
R10A,M1,1901,1012340061,0
R10A,M3,1910,1012340064,0
C4-6A,RM,1987,1012347501,1012340055
R10A,RA,1939,1012347502,1012340001
R10A,RM,1920,1012347503,1012340019
R10A,C1,1900,1012350001,0
R10A,D4,1913,1012350002,0
R10A,V1,0,1012350007,1012350007
R10A,D9,1950,1012350009,0
C4-6A,D7,1900,1012350010,0
R8,H3,1920,1012350023,0
R8,D4,1915,1012350026,0
C1-9,H6,1920,1012350029,0
C1-9,C7,1905,1012350031,0
C1-9,C7,1910,1012350032,0
C1-9,C7,1905,1012350033,0
C1-9,C7,1905,1012350034,0
C1-9,C7,1905,1012350035,0
C1-9,D5,1920,1012350036,0
R8,C1,1905,1012350037,0
R8,C1,1905,1012350038,0
R8,C1,1905,1012350039,0
R8,C4,1905,1012350040,0
R8,C4,1905,1012350041,0
C4-6A,D6,1984,1012350042,0
R10A,S4,1905,1012350056,0
R10A,C5,1910,1012350057,0
R10A,C0,1910,1012350058,0
R10A,D3,1920,1012350061,0
R10A,S5,1920,1012350156,0
R10A,B9,1910,1012350158,0
C4-6A,RM,1920,1012357501,0
R10A,D4,1928,1012360001,0
R10A,D4,1922,1012360003,0
R10A,M1,1917,1012360005,0
C4-6A,D6,1924,1012360010,0
C1-9,D6,1923,1012360029,0
C1-9,C7,1920,1012360032,0
C1-9,C7,1910,1012360033,0
C1-9,C7,1900,1012360034,0
C1-9,C7,1910,1012360035,0
C1-9,C7,1910,1012360036,0
R8,D6,1963,1012360037,0
C4-6A,D6,1915,1012360044,0
R10A,B3,1899,1012360057,0
R10A,W9,1927,1012360058,0
R10A,D4,1916,1012360061,0
C4-6A,RM,1986,1012367501,1012360052
C4-6A,RM,1915,1012367502,1012360017
R8,RM,1910,1012367503,1012360027
R10A,D4,1910,1012370001,0
R10A,D4,1920,1012370005,0
C4-6A,D4,1920,1012370017,0
C1-9,D4,1925,1012370029,0
C1-9,D6,1925,1012370033,0
R10A,D4,1915,1012370061,0
C4-6A,RM,1920,1012377501,1012370010
C4-6A,RM,1985,1012377502,1012370052
R10A,C7,1920,1012380001,0
R10A,C6,1940,1012380002,0
R10A,C5,1900,1012380003,0
R10A,A4,1930,1012380004,0
R8,C5,1920,1012380005,0
R8,C6,1920,1012380006,0
R8,A5,1920,1012380007,0
R8,C2,1920,1012380008,0
R8,C5,1920,1012380009,0
C4-6A,D4,1920,1012380010,0
C2-8,M1,1910,1012380036,0
C4-6A,D7,1923,1012380046,0
C4-6A,D7,1920,1012380052,0
C4-6A,D1,1920,1012380054,0
R8,C5,1930,1012380056,0
R8,C5,1900,1012380057,0
R8,B9,1900,1012380058,0
R8,C5,1900,1012380059,0
R8,C5,1900,1012380060,0
R10A,C1,1900,1012380061,0
R10A,C1,1920,1012380062,0
R10A,C6,1920,1012380063,0
R10A,C6,1910,1012380064,0
R10A,C5,1910,1012380101,0
R10A,C6,1900,1012380104,0
R8,C5,1900,1012380106,0
R8,C0,1899,1012380108,0
R8,C5,1900,1012380156,0
R8,A4,1901,1012380158,0
R10A,A4,1920,1012380160,0
R10A,C3,1900,1012380162,0
C4-6A,RM,1922,1012387501,1012380020
C2-8,RA,1922,1012387502,1012380037
C2-8,RM,1920,1012387503,1012380029
R10A,C7,1900,1012390004,0
R8,C1,1900,1012390007,0
C4-6A,C7,1910,1012390010,0
C4-6A,D4,1917,1012390023,0
R8,C1,1900,1012390027,0
R8,C7,1900,1012390028,0
C2-8,C7,1900,1012390029,0
C2-8,C7,1920,1012390030,0
C2-8,C7,1920,1012390031,0
C2-8,C7,1920,1012390032,0
C2-8,C7,1920,1012390033,0
C2-8,C7,1920,1012390034,0
C2-8,C7,1920,1012390035,0
C2-8,C7,1900,1012390036,0
R8,C6,1920,1012390037,0
R8,C6,1910,1012390038,0
R8,HR,1920,1012390039,0
C4-6A,D7,1920,1012390044,0
C4-6A,K9,1930,1012390052,0
C4-6A,K2,1920,1012390055,0
R8,D4,1940,1012390056,0
R8,D1,1920,1012390058,0
R8,D1,1920,1012390059,0
R8,C5,1900,1012390105,0
R8,C1,1920,1012390108,0
C4-6A,K2,1950,1012390110,0
R10A,A4,1910,1012390160,0
R10A,R4,1913,1012397501,1012390001
R10A,RM,1926,1012397502,1012390061
R10A,H6,1927,1012400001,0
C4-6A,D7,1925,1012400010,0
C4-6A,D4,1922,1012400024,0
C2-8,D7,1934,1012400029,0
C2-8,D7,1934,1012400036,0
R8,M1,1915,1012400042,0
C4-6A,D6,2005,1012400052,1012400052
R8,C5,1910,1012400057,0
R8,C6,1910,1012400058,0
R10A,D4,1926,1012400061,0
R8,C5,1900,1012400156,0
R8,RM,1900,1012407501,1012400008
C4-6A,RM,1926,1012407502,1012400044
R10A,D3,1917,1012410001,0
R8,C6,1910,1012410005,0
R8,A5,1900,1012410006,0
R8,C4,1900,1012410009,0
C4-6A,C7,1900,1012410010,0
C4-6A,K1,1900,1012410011,0
C4-6A,M1,1905,1012410020,0
C4-6A,HR,1902,1012410023,1012410046
R8,D6,1969,1012410025,0
C2-8,C7,1900,1012410035,0
C2-8,C7,1900,1012410036,0
R8,D1,1910,1012410038,0
C4-6A,D7,1900,1012410046,1012410046
R8,D4,1925,1012410052,0
R10A,D3,1925,1012410061,0
R8,C1,1900,1012410106,0
R8,C4,1900,1012410108,0
R8,RM,1930,1012417501,1012410007
R10A,D3,1925,1012420001,0
R10A,C6,1920,1012420002,0
R10A,C5,1920,1012420003,0
R8,C6,1921,1012420009,1012420010
C4-6A,D9,2001,1012420010,1012420010
C4-6A,H3,1916,1012420024,0
C2-8,C7,1920,1012420029,0
C2-8,C7,1920,1012420031,0
C2-8,C7,1920,1012420033,0
C2-8,C7,1920,1012420034,0
C2-8,C7,1920,1012420036,0
R8,HR,1908,1012420037,0
C4-6A,H3,1913,1012420039,0
C4-6A,C7,1910,1012420040,0
C4-6A,C7,1900,1012420041,0
C4-6A,D7,1910,1012420042,0
C4-6A,J5,2001,1012420055,1012420055
R8,D4,1928,1012420062,0
R8,D1,1925,1012420128,0
R8,G1,1926,1012420138,0
C4-6A,D6,1999,1012429055,1012420055
R10A,N2,1927,1012430001,0
R10A,D4,1908,1012430008,0
C4-6A,D4,1925,1012430010,0
C4-6A,K2,1910,1012430013,0
R8,D4,1948,1012430028,0
C2-8,HH,1920,1012430029,0
C2-8,C7,1900,1012430030,0
C2-8,C7,1910,1012430031,0
C2-8,C7,1910,1012430032,0
R9,C7,1915,1012430033,0
R9,C7,1900,1012430034,0
R9,C7,1900,1012430035,0
R9,C7,1900,1012430036,0
R9,C7,1900,1012430037,0
R9,C7,1900,1012430038,0
C4-6A,D7,1921,1012430042,0
C4-6A,K2,1968,1012430055,0
R10A,U7,0,1012430057,0
R10A,K2,1910,1012430059,0
R10A,O2,1910,1012430060,0
R10A,D3,1927,1012430061,0
R9,C7,1900,1012430136,0
R9,D7,2009,1012430139,1012430139
C4-6A,RM,1986,1012437501,1012430024
R10A,R4,2011,1012437502,1012430063
R9,V1,0,1012439139,1012430139
R10A,D4,1951,1012440001,0
R10A,HS,1906,1012440008,0
R10A,M1,1907,1012440010,1012440012
R10A,D4,1900,1012440012,1012440012
R10A,D4,1936,1012440019,0
R8B,D5,1910,1012440020,0
R8B,D1,1910,1012440022,0
R8B,B3,1899,1012440024,0
R8B,C0,1900,1012440025,0
R10A,A4,1899,1012440026,0
R10A,C5,1900,1012440027,0
R10A,C1,1900,1012440028,0
R10A,C1,1900,1012440029,0
R10A,C1,1900,1012440030,0
R10A,S1,1899,1012440031,0
R10A,C0,1940,1012440032,0
R10A,HS,1927,1012440033,0
R10A,D3,1900,1012440034,0
R10A,C5,1900,1012440035,0
R8B,B1,1899,1012440036,0
R8B,A4,1899,1012440037,0
R8B,A4,1899,1012440038,0
R8B,A4,1899,1012440039,0
R8B,A4,1899,1012440040,0
R8B,A4,1899,1012440041,0
R10A,D4,1920,1012440044,0
R10A,W3,1974,1012440046,0
R8B,B9,1901,1012440051,0
R8B,C6,1920,1012440052,0
R8B,C2,1950,1012440053,0
R8B,C0,1901,1012440054,0
R8B,C0,1920,1012440055,0
R10A,C2,1900,1012440056,0
R10A,A7,1900,1012440057,0
R10A,W9,1910,1012440058,0
R10A,C5,1900,1012440059,0
R10A,D4,1927,1012440063,0
R10A,D5,1926,1012440072,0
R8B,D1,1906,1012440081,0
R8B,C1,1900,1012440082,0
R8B,A5,1899,1012440083,0
R8B,A4,1910,1012440084,0
R8B,C6,1910,1012440085,0
R10A,D3,1929,1012440090,0
R8B,C0,1900,1012440124,0
R10A,A5,1899,1012440131,0
R8B,C5,1900,1012440135,0
R10A,W3,1899,1012440151,0
R10A,C1,1900,1012440155,0
R10A,C5,1900,1012440159,0
R10A,R4,1920,1012447501,1012440042
R10A,A9,1899,1012450001,0
R10A,D4,1940,1012450003,0
R8B,C6,1910,1012450007,0
R8B,C5,1900,1012450008,0
R8B,C5,1900,1012450010,0
R8B,C5,1900,1012450011,0
R8B,C5,1900,1012450012,0
R8B,C6,1900,1012450013,0
R8B,C6,1900,1012450014,0
R8B,C6,1910,1012450015,0
R8B,C6,1910,1012450016,0
R10A,D4,1911,1012450019,0
R10A,C5,1900,1012450024,0
R10A,D4,1929,1012450025,0
R8B,A9,1901,1012450030,0
R8B,S2,1901,1012450031,0
R8B,A4,1900,1012450032,0
R8B,C6,1910,1012450033,0
R8B,D4,1940,1012450034,0
R8B,D4,1930,1012450037,0
R8B,D4,1920,1012450039,0
R10A,D3,1950,1012450040,0
R10A,C5,1900,1012450043,0
R10A,C2,1900,1012450044,0
R10A,C5,1900,1012450045,0
R10A,C1,1910,1012450046,0
R10A,D4,1929,1012450047,0
R8B,D4,1910,1012450058,0
R8B,D4,1920,1012450059,0
R8B,D2,1927,1012450061,0
R10A,C5,1910,1012450069,0
R10A,N2,1915,1012450070,0
R10A,C5,1910,1012450073,0
R10A,C2,1910,1012450074,0
R10A,D3,1907,1012450075,0
R8B,D4,1949,1012450080,0
R8B,D4,1900,1012450086,0
R8B,D3,1914,1012450088,0
R8B,C0,1910,1012450090,0
R8B,C5,1900,1012450091,0
R8B,C5,1900,1012450092,0
R8B,C6,1910,1012450093,0
R8B,A4,1910,1012450094,0
R8B,B9,1910,1012450095,0
R8B,A4,1910,1012450096,0
R8B,B9,1910,1012450097,0
R8B,B3,1910,1012450098,0
R8B,C5,1910,1012450099,0
R8B,RM,1920,1012457501,0
R8B,R1,1900,1012457502,1012450009
R10A,D6,1907,1012460001,0
R10A,D6,1907,1012460007,0
R8B,C0,1899,1012460011,0
R8B,M3,1910,1012460012,0
R8B,C5,1900,1012460013,0
R8B,C3,1900,1012460014,0
R8B,C5,1900,1012460015,0
R8B,C0,1899,1012460016,0
R8B,C5,1900,1012460017,0
R8B,C5,1900,1012460018,0
R8B,C6,1910,1012460019,0
R8B,C6,1910,1012460020,0
R8B,C5,1900,1012460021,0
R8B,C2,1900,1012460022,0
R8B,C0,1899,1012460023,0
R8B,C5,1900,1012460024,0
R8B,C2,1900,1012460025,0
R8B,C5,1900,1012460026,0
R8B,C5,1900,1012460027,0
R8B,C5,1900,1012460028,0
R10A,D4,1922,1012460029,0
R10A,D4,1926,1012460036,0
R8B,D4,1923,1012460039,0
R8B,C5,1900,1012460040,0
R8B,B9,1899,1012460041,0
R8B,B1,1899,1012460042,0
R8B,A5,1899,1012460043,0
R8B,D2,1920,1012460044,0
R8B,D4,1910,1012460046,0
R8B,HH,1927,1012460049,0
R8B,D2,1908,1012460053,0
R10A,D1,1910,1012460057,0
R10A,D4,1920,1012460058,0
R8B,A4,1899,1012460111,0
R8B,C3,1920,1012460113,0
R8B,C5,1900,1012460115,0
R8B,C5,1900,1012460118,0
R8B,C5,1910,1012460121,0
R8B,C2,1910,1012460123,0
R8B,A5,1900,1012460125,0
R8B,C0,1910,1012460127,0
R8B,C2,1900,1012460140,0
R8B,A4,1899,1012460142,0
R8B,R4,1910,1012467501,0
R10A,D4,1909,1012470001,0
R8B,D3,1910,1012470010,0
R8B,D2,1920,1012470013,0
R8B,D2,1920,1012470015,0
R8B,C1,1900,1012470017,0
R8B,C6,1920,1012470018,0
R8B,C6,1920,1012470019,0
R8B,C6,1920,1012470020,0
R8B,C6,1920,1012470021,0
R8B,C6,1920,1012470022,0
R8B,W8,1920,1012470023,1012470023
R8B,C6,1920,1012470026,0
R10A,D6,1920,1012470029,0
R10A,D4,1917,1012470037,0
R10A,D4,1915,1012470040,0
R10A,D4,1915,1012470043,0
R10A,M9,1920,1012470046,0
R10A,D4,1924,1012470047,0
R10A,C5,1900,1012470049,1012470049
R10A,D4,1924,1012470050,0
R10A,D4,1906,1012470057,0
R8B,C6,1920,1012470119,0
R8B,C1,1900,1012470126,0
R10A,R4,1950,1012477501,1012470053
R10A,RM,2008,1012477502,1012470033
R10A,D4,1939,1012480001,0
R10A,A7,1910,1012480010,1012480010
R10A,HR,1923,1012480011,0
R10A,H6,1927,1012480014,0
R10A,D4,1926,1012480019,0
R10A,D4,1927,1012480022,0
R10A,D4,1920,1012480025,0
R10A,D4,1926,1012480027,0
R10A,D4,1925,1012480029,0
R10A,D3,1910,1012480036,0
R8,D3,1914,1012480037,0
R8,C5,1900,1012480039,0
R8,D4,1912,1012480041,0
R8,B9,1900,1012480044,0
R8,C5,1900,1012480045,0
R8,C2,1900,1012480047,0
R8,C5,1900,1012480048,0
R8,D4,1927,1012480049,0
R8,D3,1925,1012480051,0
R8,C5,1900,1012480053,0
R8,A4,1900,1012480145,0
R8,C5,1900,1012480153,0
R8,R6,1900,1012487501,1012480046
R10A,I6,1940,1012490001,0
R8,C5,1900,1012490011,0
R8,C1,1900,1012490012,0
R8,C5,1900,1012490013,0
R8,C5,1900,1012490014,0
R8,D4,1910,1012490015,0
R8,A4,1900,1012490016,0
R8,C2,1900,1012490018,0
R8,A5,1911,1012490019,0
R8,C5,1900,1012490020,0
R8,A4,1900,1012490021,0
R8,D4,1927,1012490022,0
R8,B9,1900,1012490024,0
R8,C1,1900,1012490025,0
R8,C5,1900,1012490026,0
R8,A4,1899,1012490027,0
R8,B1,1900,1012490028,0
R10A,D4,1938,1012490029,0
R10A,D3,1915,1012490036,0
R8,C6,1921,1012490037,0
R8,A4,1900,1012490038,0
R8,C5,1900,1012490039,0
R8,A5,1900,1012490040,0
R8,C7,1900,1012490041,0
R8,C5,1900,1012490042,0
R8,C5,1900,1012490043,0
R8,C6,1900,1012490044,0
R8,C6,1900,1012490045,0
R8,A4,1899,1012490046,0
R8,C5,1900,1012490047,0
R8,D3,1900,1012490048,0
R8,C1,1922,1012490049,0
R8,C5,1910,1012490050,0
R8,C5,1900,1012490051,0
R8,C1,1900,1012490052,0
R8,B3,1900,1012490053,0
R8,H6,1910,1012490054,0
R10A,D3,1930,1012490057,0
R8,C5,1900,1012490115,0
R8,C1,1900,1012490117,0
R8,C5,1900,1012490119,0
R8,C5,1900,1012490126,0
R8,C0,1900,1012490127,0
R8,C3,1900,1012490143,0
R8,C5,1900,1012490146,0
R8,C1,1900,1012490149,0
R8,R1,1900,1012497501,1012490017
R10A,D4,1923,1012500001,0
R8,D4,1915,1012500006,0
R8,C5,1900,1012500011,0
R8,C1,1900,1012500012,0
R8,C5,1900,1012500013,0
R8,C5,1900,1012500014,0
R8,A4,1900,1012500015,0
R8,C5,1900,1012500016,0
R8,C5,1900,1012500017,0
R8,C5,1900,1012500018,0
R8,C1,1900,1012500019,0
R8,A4,1910,1012500020,0
R8,C5,1900,1012500021,0
R8,C5,1900,1012500022,0
R8,C5,1900,1012500023,0
R8,C5,1900,1012500024,0
R10A,D6,1927,1012500030,0
R10A,D4,1923,1012500039,0
R8,D4,1923,1012500040,0
R8,C1,1900,1012500043,0
R8,C1,1910,1012500044,0
R8,C5,1900,1012500045,0
R8,D4,1921,1012500047,0
R8,C5,1900,1012500050,0
R8,C6,1910,1012500051,0
R8,A4,1900,1012500052,0
R8,C5,1900,1012500053,0
R8,C5,1900,1012500055,0
R8,C5,1900,1012500057,0
R8,C2,1900,1012500058,0
R8,C5,1900,1012500059,0
R8,C6,1900,1012500060,0
R10A,W2,1915,1012500061,0
R10A,D4,1926,1012500067,0
R8,C6,1910,1012500075,0
R8,C6,1920,1012500076,0
R8,C1,1920,1012500077,0
